dateStr=2015-12-24;timeStr=19:06:13;seconds=3533828773.199000;fileVersion=20151224;numObjects=1343;numSessions=6;
masterIdx,map,session,spineMapRow,segmentMapRow,Idx,roiType,roiTypeNum,x,y,z,channel,groupID,parentID,cPnt,sDist,pDist,cAuto,cAngle,cLine,cLineNum,cx,cy,cz,cDate,cTime,mDate,mTime,cSeconds,mSeconds,userName,note,edgeList,isDirty,isBad,dynBad,intBad,progType,madeFrom,analParam,analResult1,analResult2,analResult3,analResult4,user1,user2,user3,userBool1,userBool2,userBool3,userType,bSpineMap,bSpineIdx,error,warning,idx_ch1,x_ch1,y_ch1,z_ch1,sLen2d_ch1,sLen3d_ch1,intmSeconds_ch1,isDirty_ch1,intBad_ch1,intManual_ch1,spineWidth_ch1,extendHead_ch1,extendTail_ch1,scaleRadius_ch1,zPlusMinus_ch1,sSum_ch1,sMean_ch1,sSD_ch1,sN_ch1,sbSum_ch1,sbMean_ch1,sbSD_ch1,sbN_ch1,sbxyManual_ch1,sbxPos_ch1,sbyPos_ch1,dSum_ch1,dMean_ch1,dSD_ch1,dN_ch1,dPlus_ch1,dMinus_ch1,dbSum_ch1,dbMean_ch1,dbSD_ch1,dbN_ch1,ubssSum_ch1,ubssMean_ch1,ubsdSum_ch1,ubsdMean_ch1,idx_ch2,x_ch2,y_ch2,z_ch2,sLen2d_ch2,sLen3d_ch2,intmSeconds_ch2,isDirty_ch2,intBad_ch2,intManual_ch2,spineWidth_ch2,extendHead_ch2,extendTail_ch2,scaleRadius_ch2,zPlusMinus_ch2,sSum_ch2,sMean_ch2,sSD_ch2,sN_ch2,sbSum_ch2,sbMean_ch2,sbSD_ch2,sbN_ch2,sbxyManual_ch2,sbxPos_ch2,sbyPos_ch2,dSum_ch2,dMean_ch2,dSD_ch2,dN_ch2,dPlus_ch2,dMinus_ch2,dbSum_ch2,dbMean_ch2,dbSD_ch2,dbN_ch2,ubssSum_ch2,ubssMean_ch2,ubsdSum_ch2,ubsdMean_ch2,
568,rr49c,2,124,0,114,spineROI,0,92.427,72.074,39,1,,0,833,115.63,43.305,0,275.03,radius1,1,92.691,71.119,40.2,2015-10-21,12:23:07,2015-12-18,20:31:12,3528274987.973000,3533315472.053000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,109.000000,nan,nan,nan,0.990818,1.556188,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,75978.000000,72.153847,104.184814,1053.000000,50579.000000,48.033237,61.742626,1053.000000,0.000000,100.007004,64.493996,88859.000000,182.837448,187.386002,486.000000,nan,nan,26585.000000,54.701645,75.895531,486.000000,25399.000000,24.120609,62274.000000,128.135803,109.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,167540.000000,159.107315,236.026001,1053.000000,50579.000000,48.033237,61.742626,1053.000000,0.000000,100.007004,64.493996,88859.000000,182.837448,187.386002,486.000000,nan,nan,26585.000000,54.701645,75.895531,486.000000,116961.000000,111.074081,62274.000000,128.135803,
569,rr49c,2,333,0,115,spineROI,0,93.735,68.907,40,1,,0,837,116.16,43.835,0,58.155,radius2,2,93.171,70.385,40.6,2015-10-21,12:23:10,2015-12-18,20:31:12,3528274990.268000,3533315472.058000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,110.000000,nan,nan,nan,1.581954,1.691916,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,103184.000000,102.670647,135.017685,1005.000000,50198.000000,49.948257,76.395149,1005.000000,0.000000,101.276901,61.365101,73822.000000,166.265762,177.545547,444.000000,nan,nan,23089.000000,52.002251,73.458595,444.000000,52986.000000,52.722389,50733.000000,114.263512,110.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,320083.000000,318.490540,316.778290,1005.000000,50198.000000,49.948257,76.395149,1005.000000,0.000000,101.276901,61.365101,73822.000000,166.265762,177.545547,444.000000,nan,nan,23089.000000,52.002251,73.458595,444.000000,269885.000000,268.542297,50733.000000,114.263512,
570,rr49c,2,412,0,116,spineROI,0,96.214,72.969,40,1,,0,864,119.53,47.204,0,254.84,radius1,1,96.259,71.327,40.6,2015-10-21,12:23:14,2015-12-18,20:31:12,3528274994.114000,3533315472.062000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,111.000000,nan,nan,nan,1.642617,1.748768,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,70603.000000,78.974274,100.158363,894.000000,49625.000000,55.508949,79.004738,894.000000,0.000000,101.141853,68.041153,85470.000000,180.316452,193.283905,474.000000,nan,nan,20949.000000,44.196201,59.323402,474.000000,20978.000000,23.465324,64521.000000,136.120255,111.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,160856.000000,179.928406,257.879303,894.000000,49625.000000,55.508949,79.004738,894.000000,0.000000,101.141853,68.041153,85470.000000,180.316452,193.283905,474.000000,nan,nan,20949.000000,44.196201,59.323402,474.000000,111231.000000,124.419456,64521.000000,136.120255,
571,rr49c,2,309,0,117,spineROI,0,95.043,69.114,41,1,,0,847,117.46,45.134,0,463.13,radius2,2,94.509,70.361,41.4,2015-10-21,12:23:19,2015-12-18,20:31:12,3528274999.294000,3533315472.066000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,112.000000,nan,nan,nan,1.356527,1.414272,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,76724.000000,94.024513,117.566292,816.000000,42580.000000,52.181374,70.394966,816.000000,0.000000,99.112579,65.044418,70532.000000,153.664490,170.638474,459.000000,nan,nan,23149.000000,50.433552,69.906219,459.000000,34144.000000,41.843140,47383.000000,103.230942,112.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,223006.000000,273.291656,277.411743,816.000000,42580.000000,52.181374,70.394966,816.000000,0.000000,99.112579,65.044418,70532.000000,153.664490,170.638474,459.000000,nan,nan,23149.000000,50.433552,69.906219,459.000000,180426.000000,221.110291,47383.000000,103.230942,
572,rr49c,2,334,0,118,spineROI,0,102.07,73.726,44,1,,0,919,126.61,54.28,0,284.28,radius1,1,102.74,72.623,43.8,2015-10-21,12:23:22,2015-12-18,20:31:12,3528275002.576000,3533315472.071000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,113.000000,nan,nan,nan,1.290546,1.305951,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,118080.000000,136.666672,180.493439,864.000000,35296.000000,40.851852,56.864693,864.000000,0.000000,111.437332,64.358665,118881.000000,246.130432,207.698090,483.000000,nan,nan,24895.000000,51.542442,64.950539,483.000000,82784.000000,95.814819,93986.000000,194.587982,113.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,355647.000000,411.628479,530.266113,864.000000,35296.000000,40.851852,56.864693,864.000000,0.000000,111.437332,64.358665,118881.000000,246.130432,207.698090,483.000000,nan,nan,24895.000000,51.542442,64.950539,483.000000,320351.000000,370.776611,93986.000000,194.587982,
573,rr49c,2,125,0,119,spineROI,0,105.09,70.904,44,1,,0,931,128.24,55.919,0,447.94,radius2,2,104.44,72.383,44.2,2015-10-21,12:23:23,2015-12-18,20:31:12,3528275003.332000,3533315472.075000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,114.000000,nan,nan,nan,1.615531,1.627864,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,120574.000000,132.644669,164.218079,909.000000,38370.000000,42.211220,61.934967,909.000000,0.000000,111.552124,64.441872,111521.000000,233.796646,198.667526,477.000000,nan,nan,22665.000000,47.515724,65.600250,477.000000,82204.000000,90.433449,88856.000000,186.280914,114.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,305212.000000,335.766785,381.632477,909.000000,38370.000000,42.211220,61.934967,909.000000,0.000000,111.552124,64.441872,111521.000000,233.796646,198.667526,477.000000,nan,nan,22665.000000,47.515724,65.600250,477.000000,266842.000000,293.555573,88856.000000,186.280914,
574,rr49c,2,217,0,120,spineROI,0,103.79,74.828,45,1,,0,931,128.24,55.919,0,252.52,radius1,1,104.12,73.009,44.2,2015-10-21,12:23:26,2015-12-18,20:31:12,3528275006.471000,3533315472.079000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,115.000000,nan,nan,nan,1.848692,2.014364,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,89834.000000,86.796135,124.959106,1035.000000,44981.000000,43.459904,59.125454,1035.000000,0.000000,111.947441,66.670563,110221.000000,244.935562,203.047455,450.000000,nan,nan,20668.000000,45.928890,65.823677,450.000000,44853.000000,43.336231,89553.000000,199.006668,115.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,288757.000000,278.992279,381.273041,1035.000000,44981.000000,43.459904,59.125454,1035.000000,0.000000,111.947441,66.670563,110221.000000,244.935562,203.047455,450.000000,nan,nan,20668.000000,45.928890,65.823677,450.000000,243776.000000,235.532379,89553.000000,199.006668,
575,rr49c,2,126,0,121,spineROI,0,108.47,76.205,45,1,,0,970,133.5,61.175,0,260.7,radius1,1,108.74,74.207,46,2015-10-21,12:23:28,2015-12-18,20:31:12,3528275008.083000,3533315472.084000,Nancy Luo,,,,1,,,,0,,,,,,,,,,,,,,,,,116.000000,nan,nan,nan,2.016161,2.250534,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,179964.000000,165.712708,198.101685,1086.000000,46754.000000,43.051567,61.302475,1086.000000,0.000000,120.566963,64.108040,124468.000000,271.172119,270.344086,459.000000,nan,nan,13658.000000,29.755991,60.817226,459.000000,133210.000000,122.661140,110810.000000,241.416122,116.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,441784.000000,406.799255,493.558441,1086.000000,46754.000000,43.051567,61.302475,1086.000000,0.000000,120.566963,64.108040,124468.000000,271.172119,270.344086,459.000000,nan,nan,13658.000000,29.755991,60.817226,459.000000,395030.000000,363.747681,110810.000000,241.416122,
576,rr49c,2,127,0,122,spineROI,0,107.57,71.73,45,1,,0,957,131.76,59.436,0,442.61,radius2,2,107.47,73.097,45,2015-10-21,12:23:30,2015-12-18,20:31:12,3528275010.447000,3533315472.088000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,117.000000,nan,nan,nan,1.370653,1.370653,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,159904.000000,154.050095,181.944397,1038.000000,44321.000000,42.698460,61.635368,1038.000000,0.000000,113.625259,65.674744,109862.000000,236.262360,253.678406,465.000000,nan,nan,26102.000000,56.133335,72.261581,465.000000,115583.000000,111.351639,83760.000000,180.129028,117.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,300853.000000,289.839111,323.879120,1038.000000,44321.000000,42.698460,61.635368,1038.000000,0.000000,113.625259,65.674744,109862.000000,236.262360,253.678406,465.000000,nan,nan,26102.000000,56.133335,72.261581,465.000000,256532.000000,247.140656,83760.000000,180.129028,
577,rr49c,2,129,0,123,spineROI,0,110.53,72.556,49,1,,0,975,134.2,61.874,0,466.34,radius2,2,109.57,73.763,47.8,2015-10-21,12:23:35,2015-12-18,20:31:12,3528275015.374000,3533315472.092000,Nancy Luo,,,,1,,,,0,,,,,,,,,,,,,,,,,118.000000,nan,nan,nan,1.542222,1.954085,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,87431.000000,103.714119,130.820877,843.000000,37436.000000,44.408066,65.453415,843.000000,0.000000,116.698891,66.387108,105315.000000,232.483444,219.329330,453.000000,nan,nan,21255.000000,46.920528,64.722572,453.000000,49995.000000,59.306053,84060.000000,185.562912,118.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,230710.000000,273.677338,309.061066,843.000000,37436.000000,44.408066,65.453415,843.000000,0.000000,116.698891,66.387108,105315.000000,232.483444,219.329330,453.000000,nan,nan,21255.000000,46.920528,64.722572,453.000000,193274.000000,229.269272,84060.000000,185.562912,
578,rr49c,2,130,1,124,spineROI,0,5.8102,45.247,13,1,,1,1050,4.9747,-54.813,0,257.77,radius1,1,6.36,42.71,13.8,2015-10-21,12:51:46,2015-12-18,20:31:12,3528276706.067000,3533315472.097000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,119.000000,nan,nan,nan,2.595891,2.716367,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,318794.000000,207.954330,297.583557,1533.000000,79687.000000,51.981083,72.847588,1533.000000,0.000000,25.097790,25.959410,151185.000000,307.286591,288.149109,492.000000,nan,nan,26995.000000,54.867886,79.457077,492.000000,239107.000000,155.973251,124190.000000,252.418701,119.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,970132.000000,632.832336,837.258606,1533.000000,79687.000000,51.981083,72.847588,1533.000000,0.000000,25.097790,25.959410,151185.000000,307.286591,288.149109,492.000000,nan,nan,26995.000000,54.867886,79.457077,492.000000,890445.000000,580.851257,124190.000000,252.418701,
579,rr49c,2,413,1,125,spineROI,0,9.4589,40.084,13,1,,1,1072,7.7929,-51.995,0,452.2,radius2,2,8.9486,42.209,14.2,2015-10-21,12:51:47,2015-12-18,20:31:12,3528276707.442000,3533315472.101000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,120.000000,nan,nan,nan,2.185413,2.493197,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,225724.000000,212.546143,352.257080,1062.000000,56314.000000,53.026367,82.132034,1062.000000,0.000000,22.571381,26.971519,174745.000000,383.212708,327.751953,456.000000,nan,nan,27875.000000,61.129387,85.353172,456.000000,169410.000000,159.519775,146870.000000,322.083313,120.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,621940.000000,585.630859,901.605652,1062.000000,56314.000000,53.026367,82.132034,1062.000000,0.000000,22.571381,26.971519,174745.000000,383.212708,327.751953,456.000000,nan,nan,27875.000000,61.129387,85.353172,456.000000,565626.000000,532.604492,146870.000000,322.083313,
580,rr49c,2,133,1,126,spineROI,0,11.524,46.9,14,1,,1,1104,12.279,-47.509,0,289.85,radius1,1,12.653,44.483,15.2,2015-10-21,12:51:49,2015-12-18,20:31:12,3528276709.062000,3533315472.105000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,121.000000,nan,nan,nan,2.667682,2.925155,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,267475.000000,179.754700,260.828522,1488.000000,79602.000000,53.495968,76.705406,1488.000000,0.000000,23.342958,35.081043,132750.000000,271.472382,284.329132,489.000000,nan,nan,26279.000000,53.740288,74.668945,489.000000,187873.000000,126.258728,106471.000000,217.732086,121.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,713762.000000,479.678772,626.823486,1488.000000,79602.000000,53.495968,76.705406,1488.000000,0.000000,23.342958,35.081043,132750.000000,271.472382,284.329132,489.000000,nan,nan,26279.000000,53.740288,74.668945,489.000000,634160.000000,426.182800,106471.000000,217.732086,
581,rr49c,2,131,1,127,spineROI,0,12.97,41.736,16,1,,1,1106,12.399,-47.389,0,189.47,radius2,2,12.707,43.799,14.8,2015-10-21,12:51:54,2015-12-18,20:31:12,3528276714.872000,3533315472.110000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,122.000000,nan,nan,nan,2.079697,2.401070,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,161367.000000,119.002213,155.084045,1356.000000,64526.000000,47.585545,64.696846,1356.000000,0.000000,32.272537,22.433462,126031.000000,259.323059,275.966400,486.000000,nan,nan,27029.000000,55.615227,75.187286,486.000000,96841.000000,71.416672,99002.000000,203.707825,122.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,296953.000000,218.991882,313.159302,1356.000000,64526.000000,47.585545,64.696846,1356.000000,0.000000,32.272537,22.433462,126031.000000,259.323059,275.966400,486.000000,nan,nan,27029.000000,55.615227,75.187286,486.000000,232427.000000,171.406342,99002.000000,203.707825,
582,rr49c,2,135,1,128,spineROI,0,15.38,47.175,19,1,,1,1141,16.926,-42.861,0,291.44,radius1,1,16.851,44.887,20,2015-10-21,12:51:57,2015-12-18,20:31:12,3528276717.758000,3533315472.114000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,123.000000,nan,nan,nan,2.720071,2.898066,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,132388.000000,100.522400,129.341553,1317.000000,72097.000000,54.743355,77.566826,1317.000000,0.000000,31.700424,30.854574,127549.000000,285.344513,278.116943,447.000000,nan,nan,18959.000000,42.413872,53.034771,447.000000,60291.000000,45.779045,108590.000000,242.930634,123.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,252285.000000,191.560364,263.596497,1317.000000,72097.000000,54.743355,77.566826,1317.000000,0.000000,31.700424,30.854574,127549.000000,285.344513,278.116943,447.000000,nan,nan,18959.000000,42.413872,53.034771,447.000000,180188.000000,136.817017,108590.000000,242.930634,
583,rr49c,2,222,1,129,spineROI,0,20.13,47.175,19,1,,1,1172,21.024,-38.764,0,260.73,radius1,1,20.211,44.887,21,2015-10-21,12:51:58,2015-12-18,20:31:12,3528276718.758000,3533315472.118000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,124.000000,nan,nan,nan,2.289433,3.039984,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,133967.000000,116.290802,141.643509,1152.000000,60331.000000,52.370659,64.487206,1152.000000,0.000000,24.708866,42.596134,173613.000000,368.605103,341.181000,471.000000,nan,nan,29674.000000,63.002125,74.568535,471.000000,73636.000000,63.920143,143939.000000,305.602966,124.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,330488.000000,286.881958,333.631561,1152.000000,60331.000000,52.370659,64.487206,1152.000000,0.000000,24.708866,42.596134,173613.000000,368.605103,341.181000,471.000000,nan,nan,29674.000000,63.002125,74.568535,471.000000,270157.000000,234.511292,143939.000000,305.602966,
584,rr49c,2,137,1,130,spineROI,0,19.579,42.838,22,1,,1,1169,20.664,-39.124,0,421.08,radius2,2,19.989,44.129,21,2015-10-21,12:52:04,2015-12-18,20:31:12,3528276724.042000,3533315472.123000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,125.000000,nan,nan,nan,1.354541,1.683681,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,75374.000000,95.169189,131.553360,792.000000,36163.000000,45.660355,55.940544,792.000000,0.000000,23.642622,38.774376,163936.000000,387.555542,347.835480,423.000000,nan,nan,21860.000000,51.678486,70.169434,423.000000,39211.000000,49.508835,142076.000000,335.877045,125.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,171622.000000,216.694443,314.209717,792.000000,36163.000000,45.660355,55.940544,792.000000,0.000000,23.642622,38.774376,163936.000000,387.555542,347.835480,423.000000,nan,nan,21860.000000,51.678486,70.169434,423.000000,135459.000000,171.034088,142076.000000,335.877045,
585,rr49c,2,414,1,131,spineROI,0,24.536,42.838,23,1,,1,1212,26.002,-33.786,0,97.503,radius2,2,24.72,44.17,24,2015-10-21,12:52:05,2015-12-18,20:31:12,3528276725.787000,3533315472.127000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,126.000000,nan,nan,nan,1.344649,1.675733,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,110225.000000,89.832924,134.980927,1227.000000,72011.000000,58.688671,81.412186,1227.000000,0.000000,36.023098,31.350901,122432.000000,279.525116,184.500504,438.000000,nan,nan,28518.000000,65.109589,86.990715,438.000000,38214.000000,31.144253,93914.000000,214.415527,126.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,231603.000000,188.755508,404.207062,1227.000000,72011.000000,58.688671,81.412186,1227.000000,0.000000,36.023098,31.350901,122432.000000,279.525116,184.500504,438.000000,nan,nan,28518.000000,65.109589,86.990715,438.000000,159592.000000,130.066833,93914.000000,214.415527,
586,rr49c,2,141,1,132,spineROI,0,22.884,46.142,23,1,,1,1193,23.643,-36.145,0,264.98,radius1,1,22.8,45.11,23,2015-10-21,12:52:13,2015-12-18,20:31:12,3528276733.806000,3533315472.131000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,127.000000,nan,nan,nan,1.035413,1.035413,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,104577.000000,88.250633,122.056000,1185.000000,66436.000000,56.064137,69.901787,1185.000000,0.000000,27.586334,41.439667,125375.000000,282.376129,199.395218,444.000000,nan,nan,28855.000000,64.988739,85.237038,444.000000,38141.000000,32.186497,96520.000000,217.387390,127.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,218495.000000,184.383972,306.146210,1185.000000,66436.000000,56.064137,69.901787,1185.000000,0.000000,27.586334,41.439667,125375.000000,282.376129,199.395218,444.000000,nan,nan,28855.000000,64.988739,85.237038,444.000000,152059.000000,128.319839,96520.000000,217.387390,
587,rr49c,2,140,1,133,spineROI,0,26.464,47.726,25,1,,1,1232,28.949,-30.839,0,250.85,radius1,1,26.919,46.103,24.4,2015-10-21,12:52:15,2015-12-18,20:31:12,3528276735.161000,3533315472.136000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,128.000000,nan,nan,nan,1.685572,1.789177,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,176906.000000,158.945190,233.077011,1113.000000,63268.000000,56.844563,78.010895,1113.000000,0.000000,39.574646,34.615353,145631.000000,311.177338,244.342697,468.000000,nan,nan,23582.000000,50.388889,70.616241,468.000000,113638.000000,102.100632,122049.000000,260.788452,128.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,507075.000000,455.592987,635.813171,1113.000000,63268.000000,56.844563,78.010895,1113.000000,0.000000,39.574646,34.615353,145631.000000,311.177338,244.342697,468.000000,nan,nan,23582.000000,50.388889,70.616241,468.000000,443807.000000,398.748413,122049.000000,260.788452,
588,rr49c,2,415,1,134,spineROI,0,33.83,49.86,28,1,,1,1290,36.832,-22.956,0,263.55,radius1,1,33.96,48.71,29,2015-10-21,12:52:26,2015-12-18,20:31:12,3528276746.176000,3533315472.140000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,129.000000,nan,nan,nan,1.157325,1.529510,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,94930.000000,101.747055,156.004044,933.000000,41080.000000,44.030010,69.307854,933.000000,0.000000,44.395538,39.294460,139289.000000,303.461884,274.792511,459.000000,nan,nan,28675.000000,62.472767,93.135490,459.000000,53850.000000,57.717045,110614.000000,240.989120,129.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,202287.000000,216.813507,377.415497,933.000000,41080.000000,44.030010,69.307854,933.000000,0.000000,44.395538,39.294460,139289.000000,303.461884,274.792511,459.000000,nan,nan,28675.000000,62.472767,93.135490,459.000000,161207.000000,172.783493,110614.000000,240.989120,
589,rr49c,2,416,1,135,spineROI,0,36.584,50.686,28,1,,1,1316,40.28,-19.508,0,247.81,radius1,1,36.683,49.321,30.6,2015-10-21,12:52:27,2015-12-18,20:31:12,3528276747.085000,3533315472.144000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,130.000000,nan,nan,nan,1.368585,2.938201,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,77422.000000,91.515366,129.962662,846.000000,55729.000000,65.873520,90.685394,846.000000,0.000000,44.907852,42.362148,192656.000000,414.313965,370.356323,465.000000,nan,nan,27060.000000,58.193550,85.224663,465.000000,21693.000000,25.641846,165596.000000,356.120422,130.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,158570.000000,187.434982,281.182312,846.000000,55729.000000,65.873520,90.685394,846.000000,0.000000,44.907852,42.362148,192656.000000,414.313965,370.356323,465.000000,nan,nan,27060.000000,58.193550,85.224663,465.000000,102841.000000,121.561462,165596.000000,356.120422,
590,rr49c,2,417,1,136,spineROI,0,34.931,46.9,29,1,,1,1305,38.711,-21.077,0,412,radius2,2,35.589,48.185,30,2015-10-21,12:52:29,2015-12-18,20:31:12,3528276749.811000,3533315472.149000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,131.000000,nan,nan,nan,1.443672,1.756186,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,75327.000000,90.320145,124.222542,834.000000,45835.000000,54.958035,79.826775,834.000000,0.000000,43.593033,38.237968,169521.000000,362.224365,365.014038,468.000000,nan,nan,24551.000000,52.459400,77.108925,468.000000,29492.000000,35.362110,144970.000000,309.764954,131.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,158648.000000,190.225418,347.535645,834.000000,45835.000000,54.958035,79.826775,834.000000,0.000000,43.593033,38.237968,169521.000000,362.224365,365.014038,468.000000,nan,nan,24551.000000,52.459400,77.108925,468.000000,112813.000000,135.267380,144970.000000,309.764954,
591,rr49c,2,145,1,137,spineROI,0,41.472,51.856,32,1,,1,1370,47.485,-12.303,0,315.54,radius1,1,43.045,50.628,33,2015-10-21,12:52:39,2015-12-18,20:31:12,3528276759.924000,3533315472.153000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,132.000000,nan,nan,nan,1.995573,2.232110,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,143073.000000,131.380173,201.089874,1089.000000,55633.000000,51.086319,69.130669,1089.000000,0.000000,53.445438,39.882561,126919.000000,266.077576,281.075531,477.000000,nan,nan,23603.000000,49.482182,83.741890,477.000000,87440.000000,80.293854,103316.000000,216.595398,132.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,303252.000000,278.468323,445.487762,1089.000000,55633.000000,51.086319,69.130669,1089.000000,0.000000,53.445438,39.882561,126919.000000,266.077576,281.075531,477.000000,nan,nan,23603.000000,49.482182,83.741890,477.000000,247619.000000,227.382004,103316.000000,216.595398,
592,rr49c,2,146,1,138,spineROI,0,40.37,50.755,33,1,,1,1350,44.836,-14.952,0,285.04,radius1,1,40.645,50.028,33,2015-10-21,12:52:42,2015-12-18,20:31:12,3528276762.897000,3533315472.157000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,133.000000,nan,nan,nan,0.777273,0.777273,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,76464.000000,104.888885,175.916443,729.000000,39313.000000,53.927299,76.994698,729.000000,0.000000,46.189644,44.935356,118222.000000,255.891769,235.725784,462.000000,nan,nan,25163.000000,54.465366,76.536705,462.000000,37151.000000,50.961586,93059.000000,201.426407,133.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,157024.000000,215.396439,394.990997,729.000000,39313.000000,53.927299,76.994698,729.000000,0.000000,46.189644,44.935356,118222.000000,255.891769,235.725784,462.000000,nan,nan,25163.000000,54.465366,76.536705,462.000000,117711.000000,161.469147,93059.000000,201.426407,
